user_id	playtime_forever	playtime_2weeks	appid
	1410		113400
	0		113420
	5254		230410
	1		39120
	3		250600
	3698		216150
	583		239220
	2978		8870
	0		210770
	13145		72850
	4308		242760
	0		248820
	319		239820
	6722		206420
	4		242050
	64		261030
	0		207750
	212		264710
	106		257750
	2363		211820
	0		367540
	0		269230
	0		272060
	1052		274310
	832		239160
	941		246620
	4		286340
	43		295790
	160		298160
	0		298260
	6726		238460
	190		299680
	53		293860
	601		250400
	55		270570
	0		215080
	430		313120
	4		314020
	0		222900
	0		317470
	51		317760
	9		319510
	35		258520
	0		400430
	56		324080
	0		339010
	5996		239140
	4		326730
	6822		280790
	2		331470
	0		332070
	3051		334230
	20		335240
	0		219740
	2583		322330
	82		252490
	0		339120
	750		319630
	1882		301910
	16		345650
	0		346250
	5526		346900
	0		349700
	371		354380
	4		350220
	1347		356040
	17		8850
	0		409720
	3519		363970
	2		365050
	321		369400
	2226		380360
	226		383080
	370		387990
	36		352460
	40		392450
	33		402840
	0		272890
	0		391220
	94		210970
	1431		433340
	0		434120
	0		34270
	0		205230
	26		205950
	643		459820
	11		462930
	4046		377160
	39		485650
	1		403640
	172		492800
	157		493370
	248		506140
	44		469820
	283		547680
	0		489830
	0		218620
	0		7000
	0		8000
	0		8140
	21		35130
	1549		203160
	0		289690
	46	46	38400
7.65612E+16	7804		4000
	1228		10090
	443		550
	0		223530
	27		8190
	613		620
	1472		105600
	3884		72850
	937		200260
	54		205100
	285		220240
	22		206210
	78		218230
	0		230410
	0		236390
	857		238960
	95		223710
	16		271290
	38		224260
	103		253710
	22		207140
	0		368730
	1316		218620
	3389		49520
	1619		260430
	373		249130
	3870	75	271590
	23		225840
	326		213670
	402		301520
	52		304930
	0		224600
	99		291480
	8		312990
	40		227940
	237		206420
	241		21690
	0		238320
	55535	193	730
	0		333930
	362		322330
	0		345520
	260		346010
	12		380600
	57		291550
	43		352460
	18		299360
	2113		208650
	2		436150
	222		444090
	0		596350
	2579	1857	359550
	0		623990
	40		488440
	25		530620
	82		530700
	12681	634	578080
7.65612E+16			
7.65612E+16			
7.65612E+16	15975		4000
	585		10090
	319		550
	0		223530
	12288		105600
	1784		204360
	228		202970
	1108		202990
	558		212910
	210		200170
	16		102700
	6		109600
	30		113400
	0		201230
	7065		230410
	151		243870
	1		209870
	13		223710
	37		224260
	14		226320
	0		253490
	9201		271590
	0		291210
	157		222900
	725		302830
	2746		304050
	269		304930
	1185		224600
	180		317360
	0		258160
	12		323370
	0		328060
	6958		730
	0		204300
	11		333930
	0		42910
	0		202090
	0		91200
	0		209540
	138		218620
	352		43160
	365		339610
	70		386360
	17585		291550
	25		299360
	0		407530
	136		413170
	298		280790
	763		244930
	96		444090
	0		596350
	5364		359550
	0		623990
	15		442080
	27		324810
	25		555570
	28		436520
	368		506540
7.65612E+16	239		10
	0		80
	0		100
	1		240
	0		280
	0		360
	88		3830
	8006		4000
	0		6880
	285		4500
	128		400
	103		7940
	666		12110
	0		12240
	478		12120
	0		12250
	64		12140
	1		12150
	422		12900
	5		20
	0		50
	0		70
	0		130
	185		220
	0		320
	0		340
	0		380
	0		420
	0		20510
	635		20900
	152		10090
	127		8140
	233		17390
	126		9480
	133		17410
	256		22180
	406		1250
	0		35420
	204		10150
	1731		22330
	420		22320
	0		21680
	69		6060
	0		6000
	103		34900
	203		10180
	555		10190
	0		23490
	80		17450
	142		32440
	4866		550
	0		223530
	857		22370
	0		41700
	210		3730
	0		40100
	354		8190
	652		35140
	95		21090
	0		21110
	0		21120
	427		45740
	466		70400
	1100		57300
	1365		8980
	717		12210
	101		12220
	190		31280
	76		72200
	134		55140
	228		40800
	0		4540
	0		475150
	30		99810
	275		70000
	357		91600
	431		620
	263		105600
	115		20920
	115		49600
	11		19680
	243		22230
	175		107100
	315		28050
	197		24240
	707		113200
	2067		55230
	320		71340
	29430	562	72850
	581		200900
	156		22380
	123		204880
	857		207610
	312		200010
	195		207350
	244		91310
	56		206440
	257		108710
	41		202750
	500		211420
	0		216910
	489		209080
	275		115120
	1768		50650
	266		202170
	11926		730
	401		212680
	1552		204360
	10581		49520
	0		205790
	422		219150
	870		205100
	249		200510
	4827		200170
	0		214560
	0		41000
	0		41010
	0		41050
	0		41060
	0		41070
	0		111600
	0		201480
	0		204340
	0		227780
	0		564310
	976		219640
	101		57690
	95		214610
	271		4920
	711		223470
	1222		220240
	659		219740
	159		322330
	247		213610
	30		4560
	0		9340
	0		20540
	465		43110
	1256		50620
	23		55110
	0		228200
	0		462780
	613		218680
	0		4570
	301		220700
	0		220440
	767		203160
	69		227280
	109		368730
	142		223810
	86		223870
	120		113400
	7207		230410
	92		236390
	0		39120
	50		223710
	146		232450
	412		227100
	164		221040
	219		225260
	7		34190
	6		34270
	19		71250
	3		200940
	0		202530
	0		203650
	628		212480
	0		229660
	156		225140
	378		8870
	558		233720
	0		222480
	285		224760
	542		234710
	251		233270
	0		228300
	280		204450
	74		238210
	15		10680
	1727		241600
	103		242760
	331		233250
	69		39140
	602		244850
	1283		207140
	104		247020
	246		247350
	82		239030
	505		208610
	369		245170
	120		248820
	743		218620
	554		239820
	709		238320
	1790		206420
	146		237890
	0		250320
	77		237740
	271		251170
	35		251270
	39		251570
	152		251730
	0		251770
	70		251870
	384		252490
	2		252610
	568		252950
	308		253430
	251		253750
	53		253900
	71		253980
	15		254060
	23		236450
	0		247240
	0		245410
	0		245430
	0		245450
	408		107410
	398		234670
	0		255960
	0		22120
	0		22140
	0		209370
	0		239700
	515		257750
	39		257850
	96		235800
	0		7670
	0		8850
	0		409710
	0		409720
	76		245390
	0		255920
	1		255940
	63		94400
	151		221910
	55		236510
	151		261030
	225		261180
	15		261570
	125		262060
	262		263760
	0		263840
	535		264710
	271		108600
	92		227300
	355		265210
	130		265930
	216		266010
	5		266150
	88		266210
	23		266430
	0		266550
	0		39150
	5129		39210
	209		221100
	58	58	268910
	56		269110
	0		269250
	39		270170
	32		274190
	57		222880
	130		274920
	6		275200
	282		277890
	165		48700
	0		278460
	0		278570
	64		213670
	0		22600
	0		70600
	23		70620
	0		70640
	0		70650
	0		70660
	0		217200
	162		233840
	0		235210
	13		254700
	56		282140
	90		282800
	195		282900
	235		285900
	429		286160
	102		286260
	4188		236430
	142		287020
	203		287390
	0		287700
	0		288160
	262		294020
	72		294810
	345		294860
	0		222900
	269		296470
	319		35450
	0		236830
	501		238460
	0		237930
	0		301690
	0		65790
	262		95400
	6711		304050
	318		26800
	0		307350
	600		310360
	80		311340
	0		312520
	0		313020
	189		313740
	393		247080
	21		315260
	108		315810
	20		316720
	38		246580
	0		316790
	76		317040
	137		319510
	41		321040
	139		18500
	6		274170
	0		258520
	0		400430
	0		226720
	102		323370
	36		301970
	2514		324160
	713		241930
	199		277430
	0		324570
	1920		326480
	11		327510
	76		328730
	1		373970
	125		329490
	0		330830
	244		274940
	75		305620
	336		333600
	204		333980
	1896		334230
	20		335240
	78		338170
	667		339800
	0		340000
	0		340050
	978		340730
	526		304240
	0		342380
	260		342620
	30051		271590
	0		344770
	75		345610
	934		346730
	125		346900
	231		266510
	0		348950
	0		298630
	0		287290
	39		351470
	69		335300
	0		353270
	0		347290
	305		255710
	148		235540
	126		261640
	0		358750
	0		358770
	2153		359320
	8		359870
	13		360740
	66		360830
	4		363440
	1		365720
	0		312750
	0		346830
	93		367500
	65		367520
	0		368160
	17		329050
	151		351710
	7		292030
	0		375200
	54		341940
	6821		377160
	0		377710
	0		377720
	342		312530
	0		382900
	48		383080
	0		383460
	189		385800
	0		386360
	1086		386940
	0		386970
	69		291550
	3		214770
	4		275390
	0		390040
	31		390520
	134		352460
	718		391540
	183		391720
	15		400910
	0		15700
	37		405820
	54		405830
	0		410890
	120		282440
	15		411830
	55		369200
	3233		413150
	20		413420
	68		415300
	0		105450
	0		221380
	0		355950
	149		418340
	531		349040
	0		420100
	199		420110
	5		420530
	386		426000
	0		426690
	59		426750
	32		428550
	1979	1979	239140
	641		310950
	0		377840
	0		431240
	100		433340
	0		438130
	0		438270
	27480	1	374320
	28		447530
	2185		449830
	3834		449840
	0		451760
	0		458380
	0		459220
	0		460160
	0		462990
	3139		381210
	454		379720
	0		472870
	0		487430
	1		48000
	2361		304390
	0		654310
	15		495890
	5		496920
	1966		502280
	274		502800
	0		386080
	80		503350
	0		319630
	79		509980
	13		511740
	1		514310
	180		524220
	0		526490
	0		527190
	29		530620
	0		536890
	42		489830
	30		550080
	0		555220
	0		555640
	513		438740
	1033		578080
	32		582270
	191		582500
	7		602520
	142		383980
	15		460790
	79		639790
	0		323580
	0		368420
7.65612E+16	1145		220
	16		340
	5861		4000
	7		1520
	7		3480
	66		7600
	218		400
	16		2700
	174		12900
	71		10090
	1375		17390
	111		1250
	0		35420
	1629		6060
	83		6080
	192		20900
	90		17450
	1		40400
	1175		550
	0		223530
	82		32430
	71		32440
	179		8190
	29		3730
	20		32470
	18		33910
	38		33930
	0		219540
	165		17410
	0		70300
	147		42700
	0		42710
	904		8980
	0		32500
	0		40800
	156		70000
	480		91600
	2145		620
	20081		105600
	194		20920
	0		22000
	199		97000
	1574	171	98800
	35		22230
	564		113200
	0		3830
	0		25000
	6		202070
	0		4700
	66		2400
	49		2420
	11		2430
	444		204880
	174		208580
	47		207490
	0		207690
	0		204060
	538		102500
	12		32370
	0		210170
	0		207650
	0		216390
	0		209080
	0		27400
	0		214700
	0		215510
	24		204300
	108		212680
	0		200710
	0		219640
	6		218680
	597		55230
	0		221640
	30		222980
	1		2280
	29		2290
	1		2300
	0		9160
	0		227200
	0		220700
	59		219890
	116		212070
	150		212500
	0		218230
	57		230410
	17942		236390
	37		286080
	124		248570
	3		224260
	55		253710
	0		218060
	0		224220
	0		226740
	104		230050
	171		233450
	964		220200
	0		236730
	0		203750
	12		206190
	0		231160
	8361		72850
	152		241600
	438		236850
	1035		242860
	60		242880
	2320		233250
	0		243160
	521		39140
	49		238240
	157		244770
	490		244850
	85		224540
	0		246680
	38		246900
	0		255520
	0		265210
	85		247020
	403		221680
	48		248820
	615		218620
	50		238280
	81		249630
	1175		239820
	0		4570
	54		4580
	0		9310
	0		9450
	319	279	251110
	0		251130
	1645		251570
	0		252310
	351		252410
	0		252430
	0		252850
	65		252950
	9		253250
	0		254020
	2263		214950
	4149		49520
	338		234670
	3		257120
	83		233130
	0		257990
	0		238930
	0		221910
	53		262060
	37		262120
	107		262280
	2148		39210
	0		263320
	0		263460
	54		264140
	208		264200
	573		264710
	3		265610
	144		265930
	51	14	266110
	55		266170
	6352		211820
	2088		367540
	1459		221100
	13		235900
	46	46	268910
	713		269210
	12		269330
	0		269790
	138		270150
	7		270210
	0		270450
	2721		8930
	77		235460
	1520		247730
	11569		271590
	0		224480
	882		200510
	2134		275850
	0		276730
	88		246620
	95		282140
	4		282440
	56		283640
	13		284160
	75		284460
	0		285310
	3		285330
	1708		286160
	98		226100
	90		287980
	129		288160
	1229		289070
	0		289760
	0		274190
	0		290040
	27		290060
	429		290080
	167		290930
	51		291860
	111		293260
	30		293520
	0		293880
	253		294100
	1030		295110
	0		362300
	0		433850
	0		439700
	209		289130
	364		297860
	979		107410
	149		238460
	64		300570
	804		292120
	0		292140
	0		203730
	0		239430
	0		214340
	0		219910
	0		230820
	0		243200
	0		268540
	112		286690
	0		287390
	129		301520
	880		301640
	0		15620
	0		20570
	1		56400
	0		302010
	96		302830
	0		302850
	475		243470
	1173		304930
	424		306020
	0		307620
	0		308040
	0		240760
	0		259130
	17		404730
	513		311310
	225		311690
	74		291480
	1659		227940
	17		314240
	28		247080
	372		316010
	88		222900
	1		317360
	10		318230
	20		207170
	123		251730
	441		319250
	0		319470
	498		203160
	56		320340
	0		202970
	196		202990
	14		212910
	0		322170
	184		322500
	593		322920
	0		323850
	554		241930
	0		238590
	74		307690
	71		325090
	58		326410
	59		326460
	133		327090
	0		214490
	352		261640
	0		328500
	0		4560
	0		9340
	0		20540
	59		228200
	41		231430
	5		329240
	773		211420
	0		330660
	0		330670
	0		330820
	0		331181
	75		331670
	193		730
	180		332310
	0		332500
	0		49600
	13		333930
	285		249050
	0		334230
	1697		335300
	43		219740
	643		322330
	126		337320
	309		250900
	0		332530
	22		304650
	14		242680
	1		219150
	0		274170
	333		339800
	210		339910
	0		340270
	391		341800
	6		342980
	0		343100
	0		343710
	0		253390
	0		270810
	0		345820
	0		345860
	3170		346110
	0		407530
	0		342020
	2		346900
	2		347830
	0		266510
	0		348550
	20		349480
	0		351080
	59		297130
	74		329430
	18		353640
	327		255710
	191		356570
	19		356670
	0		345350
	28		358130
	0		359190
	0		359870
	296		232090
	0		232150
	163		361420
	52		285920
	0		361990
	9		362350
	238		362890
	0		363930
	607		363970
	0		311720
	0		329460
	37		365450
	166		366090
	13		367450
	187	187	367500
	0		238370
	0		397080
	6		368730
	0		243970
	363		371970
	2108		226860
	22		372350
	144		292030
	0		371330
	0		230230
	365		373420
	27		375460
	19		375820
	207		376210
	36		376570
	4085		377160
	417		381120
	0		381210
	0		383270
	5		367580
	192		385770
	6		386620
	0		388210
	0		214770
	0		275390
	66		375900
	0		390040
	97		352460
	8		392410
	308		234140
	0		394700
	0		394970
	285		320300
	0		397060
	33		397390
	51		397460
	161		397950
	4		391540
	27		400450
	31		400160
	34		377900
	1		402590
	0		402591
	1		402592
	0		402593
	0		402594
	0		402595
	0		402596
	0		402597
	0		402598
	0		402599
	0		402600
	0		402601
	0		402602
	0		402603
	0		402604
	0		402605
	0		402606
	0		402607
	0		402608
	0		402609
	1		512360
	58		402840
	101		403190
	24		403700
	2		404530
	0		404620
	18		404770
	0		405640
	100		405820
	61		405900
	0		406150
	6		299360
	10		319510
	0		332800
	0		354140
	0		388090
	0		506610
	520		317820
	123		411830
	0		238210
	0		410700
	4		410710
	0		412830
	1233		413150
	2452		225540
	44		416210
	953		418340
	0		418950
	0		228260
	58		420290
	1780		241560
	582		363600
	1		422970
	0		423900
	120		424370
	0		425210
	381		425580
	49		427250
	3344	153	268500
	2621	17	427520
	312	10	210970
	33		427920
	326		428370
	50		428550
	193		428690
	403		245620
	0		429470
	0		427730
	203		431240
	0		431710
	33		431960
	518		391220
	92		433340
	0		433950
	317		434170
	308		435150
	20		435400
	81		438490
	806		460870
	7		384490
	124		438640
	0		439250
	111		364360
	213		442780
	155		442890
	44		230270
	2550		374320
	25		443810
	71		445220
	4		445600
	147	147	446020
	0		446640
	115		446800
	23		447530
	72		453090
	493		454650
	12		457480
	7525	48	281990
	206		310060
	51		240440
	0		460090
	0		460190
	0		460700
	715		460930
	0		461710
	0		271240
	0		463590
	0		465600
	4030		394360
	1190		379720
	639		203770
	51		477160
	309		480650
	0		485120
	0		486290
	0		488470
	24		327030
	20		489460
	0		48000
	70		490450
	0		499520
	234		442080
	48		502800
	143		504210
	724		423580
	96		505730
	0		391720
	23		506870
	98		503620
	0		511740
	0		512250
	11		514290
	0		514620
	5		514660
	0		518620
	337		360430
	269		312660
	391		493340
	0		496730
	1		526740
	0		528720
	0		528820
	10		530700
	0		533860
	23		535150
	37		535490
	22		537180
	37		480490
	0		545100
	0		544330
	120		545650
	2468		489830
	41		550010
	0		555610
	0		507490
	210		360830
	64		426750
	452		568320
	380		569480
	2		571740
	0		204240
	0		269710
	176		574760
	0		575330
	1056		578080
	637		583010
	12	12	587860
	60		588430
	70		588950
	88		591370
	46		591380
	20		599460
	0		602890
	55		616110
	6		640210
	101		572410
	35		643830
	125	17	684270
7.65612E+16	97		300
	14		2600
	0		6060
	0		6000
	0		32350
	0		32400
	0		32380
	0		6030
	0		6020
	74		32430
	0		32470
	0		32500
	81		208580
	0		32370
	297840	993	730
	0		113400
	0		212200
	33		236390
	656		238960
	47		243870
	0		39120
	0		217750
	0		218170
	0		242720
	0		272060
	0		226320
	0		256410
	61		233450
	0		251060
	1780		252950
	9244		107410
	0		258010
	0		264360
	961		108600
	117		270150
	742		222880
	0		280200
	44		281640
	954		282070
	0		283390
	463		285900
	720		290770
	0		292500
	10384		295110
	159		362300
	19166		433850
	0		439700
	340		238460
	0		299740
	4		209650
	2189		209660
	66		301520
	250		304050
	226		304430
	23		306830
	60		291480
	0		205790
	1080		268050
	0		321950
	2383		322300
	3		441790
	128		322500
	305		214490
	642		305620
	927		333930
	1270		319630
	714		339610
	0		344130
	0		344230
	0		351030
	379		344760
	1166		346010
	9		346110
	0		407530
	0		346330
	3085		346900
	272		349720
	2056		339280
	0		291650
	0		350810
	1370		235540
	40		356670
	4829		271590
	522		232090
	0		232150
	74		362070
	1132		363970
	294	294	366320
	0		368750
	23		369200
	0		369400
	173		370240
	2480		372000
	0		226860
	0		372800
	8969		374320
	13467		377160
	697		381210
	19		382490
	212		383870
	0		385070
	0		385080
	57		290340
	560		291550
	0		388390
	83		352460
	489		391540
	0		391660
	0		397340
	2810		337000
	0		400630
	17		299360
	2411		413150
	6463		311210
	0		455130
	17		417860
	0		423230
	0		391220
	0		428550
	3951		239140
	364		431240
	633		435150
	23		420790
	194		437220
	2		442710
	1		448510
	16		205890
	23		461560
	0		271240
	0		425220
	0		475190
	373		477160
	23		327030
	0		491950
	9		496920
	0		501320
	0		385760
	154		504370
	0		508530
	2174		524220
	15		324810
	19		530620
	14		542310
	4		548290
	16		550650
	23		558100
	0		558420
	46795		578080
	216		582500
	89		622650
	0		633130
	243		665360
	0		230190
	2		215280
7.65612E+16	611		4000
	9		4580
	129		400
	1024		9450
	0		20900
	2001		10090
	15	15	33230
	778		42700
	0		42710
	1616		620
	0		20920
	0		201870
	99		72850
	263		104900
	837		115320
	20		202970
	8		202990
	60		212910
	0		41000
	0		41010
	0		41050
	0		41060
	722		41070
	0		111600
	0		201480
	0		204340
	62		227780
	38		564310
	1835		4570
	195		9310
	1867		212500
	327		218230
	5		248570
	334		225260
	806		224060
	11391		218620
	4024		251570
	414	414	242050
	1984		266840
	3521		271590
	2346		285190
	111		285900
	447		201810
	128		296470
	107		304050
	298		304930
	1220		316010
	573		322500
	35		221380
	777		324800
	164		17570
	15208		730
	884		346010
	24226		346110
	0		407530
	0		349700
	234		329430
	0		355180
	21		7670
	59		8850
	8		8870
	174		409710
	20		409720
	4923		363970
	952		367450
	7150		292030
	358		341940
	15435		377160
	143		352460
	90		411960
	4779		225540
